exchange,commodity,date,weekday,type
ICE,EUA,2029-12-08,Saturday,weekend
ICE,EUA,2029-12-09,Sunday,weekend
ICE,EUA,2029-12-15,Saturday,weekend
ICE,EUA,2029-12-16,Sunday,weekend
ICE,EUA,2029-12-22,Saturday,weekend
ICE,EUA,2029-12-23,Sunday,weekend
ICE,EUA,2029-12-25,Tuesday,holiday
ICE,EUA,2029-12-26,Wednesday,holiday
ICE,EUA,2029-12-29,Saturday,weekend
ICE,EUA,2029-12-30,Sunday,weekend
ICE,EUA,2030-01-01,Tuesday,holiday
ICE,EUA,2030-01-05,Saturday,weekend
ICE,EUA,2030-01-06,Sunday,weekend
ICE,EUA,2030-01-12,Saturday,weekend
ICE,EUA,2030-01-13,Sunday,weekend
ICE,EUA,2030-01-19,Saturday,weekend
ICE,EUA,2030-01-20,Sunday,weekend
ICE,EUA,2030-01-26,Saturday,weekend
ICE,EUA,2030-01-27,Sunday,weekend
ICE,EUA,2030-02-02,Saturday,weekend
ICE,EUA,2030-02-03,Sunday,weekend
ICE,EUA,2030-02-09,Saturday,weekend
ICE,EUA,2030-02-10,Sunday,weekend
ICE,EUA,2030-02-16,Saturday,weekend
ICE,EUA,2030-02-17,Sunday,weekend
ICE,EUA,2030-02-23,Saturday,weekend
ICE,EUA,2030-02-24,Sunday,weekend
ICE,EUA,2030-03-02,Saturday,weekend
ICE,EUA,2030-03-03,Sunday,weekend
ICE,EUA,2030-03-09,Saturday,weekend
ICE,EUA,2030-03-10,Sunday,weekend
ICE,EUA,2030-03-16,Saturday,weekend
ICE,EUA,2030-03-17,Sunday,weekend
ICE,EUA,2030-03-23,Saturday,weekend
ICE,EUA,2030-03-24,Sunday,weekend
ICE,EUA,2030-03-30,Saturday,weekend
ICE,EUA,2030-03-31,Sunday,weekend
ICE,EUA,2030-04-06,Saturday,weekend
ICE,EUA,2030-04-07,Sunday,weekend
ICE,EUA,2030-04-13,Saturday,weekend
ICE,EUA,2030-04-14,Sunday,weekend
ICE,EUA,2030-04-19,Friday,holiday
ICE,EUA,2030-04-20,Saturday,weekend
ICE,EUA,2030-04-21,Sunday,weekend
ICE,EUA,2030-04-22,Monday,holiday
ICE,EUA,2030-04-27,Saturday,weekend
ICE,EUA,2030-04-28,Sunday,weekend
ICE,EUA,2030-05-04,Saturday,weekend
ICE,EUA,2030-05-05,Sunday,weekend
ICE,EUA,2030-05-11,Saturday,weekend
ICE,EUA,2030-05-12,Sunday,weekend
ICE,EUA,2030-05-18,Saturday,weekend
ICE,EUA,2030-05-19,Sunday,weekend
ICE,EUA,2030-05-25,Saturday,weekend
ICE,EUA,2030-05-26,Sunday,weekend
ICE,EUA,2030-06-01,Saturday,weekend
ICE,EUA,2030-06-02,Sunday,weekend
ICE,EUA,2030-06-08,Saturday,weekend
ICE,EUA,2030-06-09,Sunday,weekend
ICE,EUA,2030-06-15,Saturday,weekend
ICE,EUA,2030-06-16,Sunday,weekend
ICE,EUA,2030-06-22,Saturday,weekend
ICE,EUA,2030-06-23,Sunday,weekend
ICE,EUA,2030-06-29,Saturday,weekend
ICE,EUA,2030-06-30,Sunday,weekend
ICE,EUA,2030-07-06,Saturday,weekend
ICE,EUA,2030-07-07,Sunday,weekend
ICE,EUA,2030-07-13,Saturday,weekend
ICE,EUA,2030-07-14,Sunday,weekend
ICE,EUA,2030-07-20,Saturday,weekend
ICE,EUA,2030-07-21,Sunday,weekend
ICE,EUA,2030-07-27,Saturday,weekend
ICE,EUA,2030-07-28,Sunday,weekend
ICE,EUA,2030-08-03,Saturday,weekend
ICE,EUA,2030-08-04,Sunday,weekend
ICE,EUA,2030-08-10,Saturday,weekend
ICE,EUA,2030-08-11,Sunday,weekend
ICE,EUA,2030-08-17,Saturday,weekend
ICE,EUA,2030-08-18,Sunday,weekend
ICE,EUA,2030-08-24,Saturday,weekend
ICE,EUA,2030-08-25,Sunday,weekend
ICE,EUA,2030-08-31,Saturday,weekend
ICE,EUA,2030-09-01,Sunday,weekend
ICE,EUA,2030-09-07,Saturday,weekend
ICE,EUA,2030-09-08,Sunday,weekend
ICE,EUA,2030-09-14,Saturday,weekend
ICE,EUA,2030-09-15,Sunday,weekend
ICE,EUA,2030-09-21,Saturday,weekend
ICE,EUA,2030-09-22,Sunday,weekend
ICE,EUA,2030-09-28,Saturday,weekend
ICE,EUA,2030-09-29,Sunday,weekend
ICE,EUA,2030-10-05,Saturday,weekend
ICE,EUA,2030-10-06,Sunday,weekend
ICE,EUA,2030-10-12,Saturday,weekend
ICE,EUA,2030-10-13,Sunday,weekend
ICE,EUA,2030-10-19,Saturday,weekend
ICE,EUA,2030-10-20,Sunday,weekend
ICE,EUA,2030-10-26,Saturday,weekend
ICE,EUA,2030-10-27,Sunday,weekend
ICE,EUA,2030-11-02,Saturday,weekend
ICE,EUA,2030-11-03,Sunday,weekend
ICE,EUA,2030-11-09,Saturday,weekend
ICE,EUA,2030-11-10,Sunday,weekend
ICE,EUA,2030-11-16,Saturday,weekend
ICE,EUA,2030-11-17,Sunday,weekend
ICE,EUA,2030-11-23,Saturday,weekend
ICE,EUA,2030-11-24,Sunday,weekend
ICE,EUA,2030-11-30,Saturday,weekend
ICE,EUA,2030-12-01,Sunday,weekend
ICE,EUA,2030-12-07,Saturday,weekend
ICE,EUA,2030-12-08,Sunday,weekend
ICE,EUA,2030-12-14,Saturday,weekend
ICE,EUA,2030-12-15,Sunday,weekend
ICE,EUA,2030-12-21,Saturday,weekend
ICE,EUA,2030-12-22,Sunday,weekend
ICE,EUA,2030-12-25,Wednesday,holiday
ICE,EUA,2030-12-26,Thursday,holiday
ICE,EUA,2030-12-28,Saturday,weekend
ICE,EUA,2030-12-29,Sunday,weekend
ICE,EUA,2031-01-01,Wednesday,holiday
ICE,EUA,2031-01-04,Saturday,weekend
ICE,EUA,2031-01-05,Sunday,weekend
ICE,EUA,2031-01-11,Saturday,weekend
ICE,EUA,2031-01-12,Sunday,weekend
ICE,EUA,2031-01-18,Saturday,weekend
ICE,EUA,2031-01-19,Sunday,weekend
ICE,EUA,2031-01-25,Saturday,weekend
ICE,EUA,2031-01-26,Sunday,weekend
ICE,EUA,2031-02-01,Saturday,weekend
ICE,EUA,2031-02-02,Sunday,weekend
ICE,EUA,2031-02-08,Saturday,weekend
ICE,EUA,2031-02-09,Sunday,weekend
ICE,EUA,2031-02-15,Saturday,weekend
ICE,EUA,2031-02-16,Sunday,weekend
ICE,EUA,2031-02-22,Saturday,weekend
ICE,EUA,2031-02-23,Sunday,weekend
ICE,EUA,2031-03-01,Saturday,weekend
ICE,EUA,2031-03-02,Sunday,weekend
ICE,EUA,2031-03-08,Saturday,weekend
ICE,EUA,2031-03-09,Sunday,weekend
ICE,EUA,2031-03-15,Saturday,weekend
ICE,EUA,2031-03-16,Sunday,weekend
ICE,EUA,2031-03-22,Saturday,weekend
ICE,EUA,2031-03-23,Sunday,weekend
ICE,EUA,2031-03-29,Saturday,weekend
ICE,EUA,2031-03-30,Sunday,weekend
ICE,EUA,2031-04-05,Saturday,weekend
ICE,EUA,2031-04-06,Sunday,weekend
ICE,EUA,2031-04-11,Friday,holiday
ICE,EUA,2031-04-12,Saturday,weekend
ICE,EUA,2031-04-13,Sunday,weekend
ICE,EUA,2031-04-14,Monday,holiday
ICE,EUA,2031-04-19,Saturday,weekend
ICE,EUA,2031-04-20,Sunday,weekend
ICE,EUA,2031-04-26,Saturday,weekend
ICE,EUA,2031-04-27,Sunday,weekend
ICE,EUA,2031-05-03,Saturday,weekend
ICE,EUA,2031-05-04,Sunday,weekend
ICE,EUA,2031-05-10,Saturday,weekend
ICE,EUA,2031-05-11,Sunday,weekend
ICE,EUA,2031-05-17,Saturday,weekend
ICE,EUA,2031-05-18,Sunday,weekend
ICE,EUA,2031-05-24,Saturday,weekend
ICE,EUA,2031-05-25,Sunday,weekend
ICE,EUA,2031-05-31,Saturday,weekend
ICE,EUA,2031-06-01,Sunday,weekend
ICE,EUA,2031-06-07,Saturday,weekend
ICE,EUA,2031-06-08,Sunday,weekend
ICE,EUA,2031-06-14,Saturday,weekend
ICE,EUA,2031-06-15,Sunday,weekend
ICE,EUA,2031-06-21,Saturday,weekend
ICE,EUA,2031-06-22,Sunday,weekend
ICE,EUA,2031-06-28,Saturday,weekend
ICE,EUA,2031-06-29,Sunday,weekend
ICE,EUA,2031-07-05,Saturday,weekend
ICE,EUA,2031-07-06,Sunday,weekend
ICE,EUA,2031-07-12,Saturday,weekend
ICE,EUA,2031-07-13,Sunday,weekend
ICE,EUA,2031-07-19,Saturday,weekend
ICE,EUA,2031-07-20,Sunday,weekend
ICE,EUA,2031-07-26,Saturday,weekend
ICE,EUA,2031-07-27,Sunday,weekend
ICE,EUA,2031-08-02,Saturday,weekend
ICE,EUA,2031-08-03,Sunday,weekend
ICE,EUA,2031-08-09,Saturday,weekend
ICE,EUA,2031-08-10,Sunday,weekend
ICE,EUA,2031-08-16,Saturday,weekend
ICE,EUA,2031-08-17,Sunday,weekend
ICE,EUA,2031-08-23,Saturday,weekend
ICE,EUA,2031-08-24,Sunday,weekend
ICE,EUA,2031-08-30,Saturday,weekend
ICE,EUA,2031-08-31,Sunday,weekend
ICE,EUA,2031-09-06,Saturday,weekend
ICE,EUA,2031-09-07,Sunday,weekend
ICE,EUA,2031-09-13,Saturday,weekend
ICE,EUA,2031-09-14,Sunday,weekend
ICE,EUA,2031-09-20,Saturday,weekend
ICE,EUA,2031-09-21,Sunday,weekend
ICE,EUA,2031-09-27,Saturday,weekend
ICE,EUA,2031-09-28,Sunday,weekend
ICE,EUA,2031-10-04,Saturday,weekend
ICE,EUA,2031-10-05,Sunday,weekend
ICE,EUA,2031-10-11,Saturday,weekend
ICE,EUA,2031-10-12,Sunday,weekend
ICE,EUA,2031-10-18,Saturday,weekend
ICE,EUA,2031-10-19,Sunday,weekend
ICE,EUA,2031-10-25,Saturday,weekend
ICE,EUA,2031-10-26,Sunday,weekend
ICE,EUA,2031-11-01,Saturday,weekend
ICE,EUA,2031-11-02,Sunday,weekend
ICE,EUA,2031-11-08,Saturday,weekend
ICE,EUA,2031-11-09,Sunday,weekend
ICE,EUA,2031-11-15,Saturday,weekend
ICE,EUA,2031-11-16,Sunday,weekend
ICE,EUA,2031-11-22,Saturday,weekend
ICE,EUA,2031-11-23,Sunday,weekend
ICE,EUA,2031-11-29,Saturday,weekend
ICE,EUA,2031-11-30,Sunday,weekend
ICE,EUA,2031-12-06,Saturday,weekend
ICE,EUA,2031-12-07,Sunday,weekend
ICE,EUA,2031-12-13,Saturday,weekend
ICE,EUA,2031-12-14,Sunday,weekend
ICE,EUA,2031-12-20,Saturday,weekend
ICE,EUA,2031-12-21,Sunday,weekend
ICE,EUA,2031-12-25,Thursday,holiday
ICE,EUA,2031-12-26,Friday,holiday
ICE,EUA,2031-12-27,Saturday,weekend
ICE,EUA,2031-12-28,Sunday,weekend
ICE,EUA,2032-01-01,Thursday,holiday
ICE,EUA,2032-01-03,Saturday,weekend
ICE,EUA,2032-01-04,Sunday,weekend
ICE,EUA,2032-01-10,Saturday,weekend
ICE,EUA,2032-01-11,Sunday,weekend
ICE,EUA,2032-01-17,Saturday,weekend
ICE,EUA,2032-01-18,Sunday,weekend
ICE,EUA,2032-01-24,Saturday,weekend
ICE,EUA,2032-01-25,Sunday,weekend
ICE,EUA,2032-01-31,Saturday,weekend
ICE,EUA,2032-02-01,Sunday,weekend
ICE,EUA,2032-02-07,Saturday,weekend
ICE,EUA,2032-02-08,Sunday,weekend
ICE,EUA,2032-02-14,Saturday,weekend
ICE,EUA,2032-02-15,Sunday,weekend
ICE,EUA,2032-02-21,Saturday,weekend
ICE,EUA,2032-02-22,Sunday,weekend
ICE,EUA,2032-02-28,Saturday,weekend
ICE,EUA,2032-02-29,Sunday,weekend
ICE,EUA,2032-03-06,Saturday,weekend
ICE,EUA,2032-03-07,Sunday,weekend
ICE,EUA,2032-03-13,Saturday,weekend
ICE,EUA,2032-03-14,Sunday,weekend
ICE,EUA,2032-03-20,Saturday,weekend
ICE,EUA,2032-03-21,Sunday,weekend
ICE,EUA,2032-03-26,Friday,holiday
ICE,EUA,2032-03-27,Saturday,weekend
ICE,EUA,2032-03-28,Sunday,weekend
ICE,EUA,2032-03-29,Monday,holiday
ICE,EUA,2032-04-03,Saturday,weekend
ICE,EUA,2032-04-04,Sunday,weekend
ICE,EUA,2032-04-10,Saturday,weekend
ICE,EUA,2032-04-11,Sunday,weekend
ICE,EUA,2032-04-17,Saturday,weekend
ICE,EUA,2032-04-18,Sunday,weekend
ICE,EUA,2032-04-24,Saturday,weekend
ICE,EUA,2032-04-25,Sunday,weekend
ICE,EUA,2032-05-01,Saturday,weekend
ICE,EUA,2032-05-02,Sunday,weekend
ICE,EUA,2032-05-08,Saturday,weekend
ICE,EUA,2032-05-09,Sunday,weekend
ICE,EUA,2032-05-15,Saturday,weekend
ICE,EUA,2032-05-16,Sunday,weekend
ICE,EUA,2032-05-22,Saturday,weekend
ICE,EUA,2032-05-23,Sunday,weekend
ICE,EUA,2032-05-29,Saturday,weekend
ICE,EUA,2032-05-30,Sunday,weekend
ICE,EUA,2032-06-05,Saturday,weekend
ICE,EUA,2032-06-06,Sunday,weekend
ICE,EUA,2032-06-12,Saturday,weekend
ICE,EUA,2032-06-13,Sunday,weekend
ICE,EUA,2032-06-19,Saturday,weekend
ICE,EUA,2032-06-20,Sunday,weekend
ICE,EUA,2032-06-26,Saturday,weekend
ICE,EUA,2032-06-27,Sunday,weekend
ICE,EUA,2032-07-03,Saturday,weekend
ICE,EUA,2032-07-04,Sunday,weekend
ICE,EUA,2032-07-10,Saturday,weekend
ICE,EUA,2032-07-11,Sunday,weekend
ICE,EUA,2032-07-17,Saturday,weekend
ICE,EUA,2032-07-18,Sunday,weekend
ICE,EUA,2032-07-24,Saturday,weekend
ICE,EUA,2032-07-25,Sunday,weekend
ICE,EUA,2032-07-31,Saturday,weekend
ICE,EUA,2032-08-01,Sunday,weekend
ICE,EUA,2032-08-07,Saturday,weekend
ICE,EUA,2032-08-08,Sunday,weekend
ICE,EUA,2032-08-14,Saturday,weekend
ICE,EUA,2032-08-15,Sunday,weekend
ICE,EUA,2032-08-21,Saturday,weekend
ICE,EUA,2032-08-22,Sunday,weekend
ICE,EUA,2032-08-28,Saturday,weekend
ICE,EUA,2032-08-29,Sunday,weekend
ICE,EUA,2032-09-04,Saturday,weekend
ICE,EUA,2032-09-05,Sunday,weekend
ICE,EUA,2032-09-11,Saturday,weekend
ICE,EUA,2032-09-12,Sunday,weekend
ICE,EUA,2032-09-18,Saturday,weekend
ICE,EUA,2032-09-19,Sunday,weekend
ICE,EUA,2032-09-25,Saturday,weekend
ICE,EUA,2032-09-26,Sunday,weekend
ICE,EUA,2032-10-02,Saturday,weekend
ICE,EUA,2032-10-03,Sunday,weekend
ICE,EUA,2032-10-09,Saturday,weekend
ICE,EUA,2032-10-10,Sunday,weekend
ICE,EUA,2032-10-16,Saturday,weekend
ICE,EUA,2032-10-17,Sunday,weekend
ICE,EUA,2032-10-23,Saturday,weekend
ICE,EUA,2032-10-24,Sunday,weekend
ICE,EUA,2032-10-30,Saturday,weekend
ICE,EUA,2032-10-31,Sunday,weekend
ICE,EUA,2032-11-06,Saturday,weekend
ICE,EUA,2032-11-07,Sunday,weekend
ICE,EUA,2032-11-13,Saturday,weekend
ICE,EUA,2032-11-14,Sunday,weekend
ICE,EUA,2032-11-20,Saturday,weekend
ICE,EUA,2032-11-21,Sunday,weekend
ICE,EUA,2032-11-27,Saturday,weekend
ICE,EUA,2032-11-28,Sunday,weekend
ICE,EUA,2032-12-04,Saturday,weekend
ICE,EUA,2032-12-05,Sunday,weekend
ICE,EUA,2032-12-11,Saturday,weekend
ICE,EUA,2032-12-12,Sunday,weekend
ICE,EUA,2032-12-18,Saturday,weekend
ICE,EUA,2032-12-19,Sunday,weekend
ICE,EUA,2032-12-25,Saturday,holiday
ICE,EUA,2032-12-26,Sunday,holiday
ICE,gas,2022-01-01,Saturday,holiday
ICE,gas,2022-01-02,Sunday,weekend
ICE,gas,2022-01-08,Saturday,weekend
ICE,gas,2022-01-09,Sunday,weekend
ICE,gas,2022-01-15,Saturday,weekend
ICE,gas,2022-01-16,Sunday,weekend
ICE,gas,2022-01-22,Saturday,weekend
ICE,gas,2022-01-23,Sunday,weekend
ICE,gas,2022-01-29,Saturday,weekend
ICE,gas,2022-01-30,Sunday,weekend
ICE,gas,2022-02-05,Saturday,weekend
ICE,gas,2022-02-06,Sunday,weekend
ICE,gas,2022-02-12,Saturday,weekend
ICE,gas,2022-02-13,Sunday,weekend
ICE,gas,2022-02-19,Saturday,weekend
ICE,gas,2022-02-20,Sunday,weekend
ICE,gas,2022-02-26,Saturday,weekend
ICE,gas,2022-02-27,Sunday,weekend
ICE,gas,2022-03-05,Saturday,weekend
ICE,gas,2022-03-06,Sunday,weekend
ICE,gas,2022-03-12,Saturday,weekend
ICE,gas,2022-03-13,Sunday,weekend
ICE,gas,2022-03-19,Saturday,weekend
ICE,gas,2022-03-20,Sunday,weekend
ICE,gas,2022-03-26,Saturday,weekend
ICE,gas,2022-03-27,Sunday,weekend
ICE,gas,2022-04-02,Saturday,weekend
ICE,gas,2022-04-03,Sunday,weekend
ICE,gas,2022-04-09,Saturday,weekend
ICE,gas,2022-04-10,Sunday,weekend
ICE,gas,2022-04-15,Friday,holiday
ICE,gas,2022-04-16,Saturday,weekend
ICE,gas,2022-04-17,Sunday,weekend
ICE,gas,2022-04-18,Monday,holiday
ICE,gas,2022-04-23,Saturday,weekend
ICE,gas,2022-04-24,Sunday,weekend
ICE,gas,2022-04-30,Saturday,weekend
ICE,gas,2022-05-01,Sunday,weekend
ICE,gas,2022-05-07,Saturday,weekend
ICE,gas,2022-05-08,Sunday,weekend
ICE,gas,2022-05-14,Saturday,weekend
ICE,gas,2022-05-15,Sunday,weekend
ICE,gas,2022-05-21,Saturday,weekend
ICE,gas,2022-05-22,Sunday,weekend
ICE,gas,2022-05-28,Saturday,weekend
ICE,gas,2022-05-29,Sunday,weekend
ICE,gas,2022-06-04,Saturday,weekend
ICE,gas,2022-06-05,Sunday,weekend
ICE,gas,2022-06-11,Saturday,weekend
ICE,gas,2022-06-12,Sunday,weekend
ICE,gas,2022-06-18,Saturday,weekend
ICE,gas,2022-06-19,Sunday,weekend
ICE,gas,2022-06-25,Saturday,weekend
ICE,gas,2022-06-26,Sunday,weekend
ICE,gas,2022-07-02,Saturday,weekend
ICE,gas,2022-07-03,Sunday,weekend
ICE,gas,2022-07-09,Saturday,weekend
ICE,gas,2022-07-10,Sunday,weekend
ICE,gas,2022-07-16,Saturday,weekend
ICE,gas,2022-07-17,Sunday,weekend
ICE,gas,2022-07-23,Saturday,weekend
ICE,gas,2022-07-24,Sunday,weekend
ICE,gas,2022-07-30,Saturday,weekend
ICE,gas,2022-07-31,Sunday,weekend
ICE,gas,2022-08-06,Saturday,weekend
ICE,gas,2022-08-07,Sunday,weekend
ICE,gas,2022-08-13,Saturday,weekend
ICE,gas,2022-08-14,Sunday,weekend
ICE,gas,2022-08-20,Saturday,weekend
ICE,gas,2022-08-21,Sunday,weekend
ICE,gas,2022-08-27,Saturday,weekend
ICE,gas,2022-08-28,Sunday,weekend
ICE,gas,2022-09-03,Saturday,weekend
ICE,gas,2022-09-04,Sunday,weekend
ICE,gas,2022-09-10,Saturday,weekend
ICE,gas,2022-09-11,Sunday,weekend
ICE,gas,2022-09-17,Saturday,weekend
ICE,gas,2022-09-18,Sunday,weekend
ICE,gas,2022-09-24,Saturday,weekend
ICE,gas,2022-09-25,Sunday,weekend
ICE,gas,2022-10-01,Saturday,weekend
ICE,gas,2022-10-02,Sunday,weekend
ICE,gas,2022-10-08,Saturday,weekend
ICE,gas,2022-10-09,Sunday,weekend
ICE,gas,2022-10-15,Saturday,weekend
ICE,gas,2022-10-16,Sunday,weekend
ICE,gas,2022-10-22,Saturday,weekend
ICE,gas,2022-10-23,Sunday,weekend
ICE,gas,2022-10-29,Saturday,weekend
ICE,gas,2022-10-30,Sunday,weekend
ICE,gas,2022-11-05,Saturday,weekend
ICE,gas,2022-11-06,Sunday,weekend
ICE,gas,2022-11-12,Saturday,weekend
ICE,gas,2022-11-13,Sunday,weekend
ICE,gas,2022-11-19,Saturday,weekend
ICE,gas,2022-11-20,Sunday,weekend
ICE,gas,2022-11-26,Saturday,weekend
ICE,gas,2022-11-27,Sunday,weekend
ICE,gas,2022-12-03,Saturday,weekend
ICE,gas,2022-12-04,Sunday,weekend
ICE,gas,2022-12-10,Saturday,weekend
ICE,gas,2022-12-11,Sunday,weekend
ICE,gas,2022-12-17,Saturday,weekend
ICE,gas,2022-12-18,Sunday,weekend
ICE,gas,2022-12-24,Saturday,weekend
ICE,gas,2022-12-25,Sunday,holiday
ICE,gas,2022-12-26,Monday,holiday
ICE,gas,2022-12-31,Saturday,weekend
ICE,gas,2023-01-01,Sunday,holiday
ICE,gas,2023-01-07,Saturday,weekend
ICE,gas,2023-01-08,Sunday,weekend
ICE,gas,2023-01-14,Saturday,weekend
ICE,gas,2023-01-15,Sunday,weekend
ICE,gas,2023-01-21,Saturday,weekend
ICE,gas,2023-01-22,Sunday,weekend
ICE,gas,2023-01-28,Saturday,weekend
ICE,gas,2023-01-29,Sunday,weekend
ICE,gas,2023-02-04,Saturday,weekend
ICE,gas,2023-02-05,Sunday,weekend
ICE,gas,2023-02-11,Saturday,weekend
ICE,gas,2023-02-12,Sunday,weekend
ICE,gas,2023-02-18,Saturday,weekend
ICE,gas,2023-02-19,Sunday,weekend
ICE,gas,2023-02-25,Saturday,weekend
ICE,gas,2023-02-26,Sunday,weekend
ICE,gas,2023-03-04,Saturday,weekend
ICE,gas,2023-03-05,Sunday,weekend
ICE,gas,2023-03-11,Saturday,weekend
ICE,gas,2023-03-12,Sunday,weekend
ICE,gas,2023-03-18,Saturday,weekend
ICE,gas,2023-03-19,Sunday,weekend
ICE,gas,2023-03-25,Saturday,weekend
ICE,gas,2023-03-26,Sunday,weekend
ICE,gas,2023-04-01,Saturday,weekend
ICE,gas,2023-04-02,Sunday,weekend
ICE,gas,2023-04-07,Friday,holiday
ICE,gas,2023-04-08,Saturday,weekend
ICE,gas,2023-04-09,Sunday,weekend
ICE,gas,2023-04-10,Monday,holiday
ICE,gas,2023-04-15,Saturday,weekend
ICE,gas,2023-04-16,Sunday,weekend
ICE,gas,2023-04-22,Saturday,weekend
ICE,gas,2023-04-23,Sunday,weekend
ICE,gas,2023-04-29,Saturday,weekend
ICE,gas,2023-04-30,Sunday,weekend
ICE,gas,2023-05-06,Saturday,weekend
ICE,gas,2023-05-07,Sunday,weekend
ICE,gas,2023-05-13,Saturday,weekend
ICE,gas,2023-05-14,Sunday,weekend
ICE,gas,2023-05-20,Saturday,weekend
ICE,gas,2023-05-21,Sunday,weekend
ICE,gas,2023-05-27,Saturday,weekend
ICE,gas,2023-05-28,Sunday,weekend
ICE,gas,2023-06-03,Saturday,weekend
ICE,gas,2023-06-04,Sunday,weekend
ICE,gas,2023-06-10,Saturday,weekend
ICE,gas,2023-06-11,Sunday,weekend
ICE,gas,2023-06-17,Saturday,weekend
ICE,gas,2023-06-18,Sunday,weekend
ICE,gas,2023-06-24,Saturday,weekend
ICE,gas,2023-06-25,Sunday,weekend
ICE,gas,2023-07-01,Saturday,weekend
ICE,gas,2023-07-02,Sunday,weekend
ICE,gas,2023-07-08,Saturday,weekend
ICE,gas,2023-07-09,Sunday,weekend
ICE,gas,2023-07-15,Saturday,weekend
ICE,gas,2023-07-16,Sunday,weekend
ICE,gas,2023-07-22,Saturday,weekend
ICE,gas,2023-07-23,Sunday,weekend
ICE,gas,2023-07-29,Saturday,weekend
ICE,gas,2023-07-30,Sunday,weekend
ICE,gas,2023-08-05,Saturday,weekend
ICE,gas,2023-08-06,Sunday,weekend
ICE,gas,2023-08-12,Saturday,weekend
ICE,gas,2023-08-13,Sunday,weekend
ICE,gas,2023-08-19,Saturday,weekend
ICE,gas,2023-08-20,Sunday,weekend
ICE,gas,2023-08-26,Saturday,weekend
ICE,gas,2023-08-27,Sunday,weekend
ICE,gas,2023-09-02,Saturday,weekend
ICE,gas,2023-09-03,Sunday,weekend
ICE,gas,2023-09-09,Saturday,weekend
ICE,gas,2023-09-10,Sunday,weekend
ICE,gas,2023-09-16,Saturday,weekend
ICE,gas,2023-09-17,Sunday,weekend
ICE,gas,2023-09-23,Saturday,weekend
ICE,gas,2023-09-24,Sunday,weekend
ICE,gas,2023-09-30,Saturday,weekend
ICE,gas,2023-10-01,Sunday,weekend
ICE,gas,2023-10-07,Saturday,weekend
ICE,gas,2023-10-08,Sunday,weekend
ICE,gas,2023-10-14,Saturday,weekend
ICE,gas,2023-10-15,Sunday,weekend
ICE,gas,2023-10-21,Saturday,weekend
ICE,gas,2023-10-22,Sunday,weekend
ICE,gas,2023-10-28,Saturday,weekend
ICE,gas,2023-10-29,Sunday,weekend
ICE,gas,2023-11-04,Saturday,weekend
ICE,gas,2023-11-05,Sunday,weekend
ICE,gas,2023-11-11,Saturday,weekend
ICE,gas,2023-11-12,Sunday,weekend
ICE,gas,2023-11-18,Saturday,weekend
ICE,gas,2023-11-19,Sunday,weekend
ICE,gas,2023-11-25,Saturday,weekend
ICE,gas,2023-11-26,Sunday,weekend
ICE,gas,2023-12-02,Saturday,weekend
ICE,gas,2023-12-03,Sunday,weekend
ICE,gas,2023-12-09,Saturday,weekend
ICE,gas,2023-12-10,Sunday,weekend
ICE,gas,2023-12-16,Saturday,weekend
ICE,gas,2023-12-17,Sunday,weekend
ICE,gas,2023-12-23,Saturday,weekend
ICE,gas,2023-12-24,Sunday,weekend
ICE,gas,2023-12-25,Monday,holiday
ICE,gas,2023-12-26,Tuesday,holiday
ICE,gas,2023-12-30,Saturday,weekend
ICE,gas,2023-12-31,Sunday,weekend
ICE,gas,2024-01-01,Monday,holiday
ICE,gas,2024-01-06,Saturday,weekend
ICE,gas,2024-01-07,Sunday,weekend
ICE,gas,2024-01-13,Saturday,weekend
ICE,gas,2024-01-14,Sunday,weekend
ICE,gas,2024-01-20,Saturday,weekend
ICE,gas,2024-01-21,Sunday,weekend
ICE,gas,2024-01-27,Saturday,weekend
ICE,gas,2024-01-28,Sunday,weekend
ICE,gas,2024-02-03,Saturday,weekend
ICE,gas,2024-02-04,Sunday,weekend
ICE,gas,2024-02-10,Saturday,weekend
ICE,gas,2024-02-11,Sunday,weekend
ICE,gas,2024-02-17,Saturday,weekend
ICE,gas,2024-02-18,Sunday,weekend
ICE,gas,2024-02-24,Saturday,weekend
ICE,gas,2024-02-25,Sunday,weekend
ICE,gas,2024-03-02,Saturday,weekend
ICE,gas,2024-03-03,Sunday,weekend
ICE,gas,2024-03-09,Saturday,weekend
ICE,gas,2024-03-10,Sunday,weekend
ICE,gas,2024-03-16,Saturday,weekend
ICE,gas,2024-03-17,Sunday,weekend
ICE,gas,2024-03-23,Saturday,weekend
ICE,gas,2024-03-24,Sunday,weekend
ICE,gas,2024-03-29,Friday,holiday
ICE,gas,2024-03-30,Saturday,weekend
ICE,gas,2024-03-31,Sunday,weekend
ICE,gas,2024-04-01,Monday,holiday
ICE,gas,2024-04-06,Saturday,weekend
ICE,gas,2024-04-07,Sunday,weekend
ICE,gas,2024-04-13,Saturday,weekend
ICE,gas,2024-04-14,Sunday,weekend
ICE,gas,2024-04-20,Saturday,weekend
ICE,gas,2024-04-21,Sunday,weekend
ICE,gas,2024-04-27,Saturday,weekend
ICE,gas,2024-04-28,Sunday,weekend
ICE,gas,2024-05-04,Saturday,weekend
ICE,gas,2024-05-05,Sunday,weekend
ICE,gas,2024-05-11,Saturday,weekend
ICE,gas,2024-05-12,Sunday,weekend
